player,fname,lname,conference,college,games,years,receptions,rec_yards,rec_td,team_games,team_rec,team_rec_yards,team_td,share_yards,share_tds,games_missed,height,weight,dob,speed_score,year,nfl_yards_game
DT-1250,Deonte,Thompson,911,Florida,41,4,101,1446,9,50,873,11126,86,0.12996584576667267,0.10465116279069768,9,NA,NA,NA,NA,NA,14.4545
DW-0675,Darren,Waller,821,Georgia Tech,23,3,46,857,8,38,305,5542,44,0.1546373150487189,0.18181818181818182,15,78,238,1992-09-13,123.59248027716934,1992,9.3636
DW-1800,Darius,Watts,24312,Marshall,12,1,74,968,11,12,255,2935,22,0.32981260647359456,0.5,0,NA,NA,NA,NA,NA,21.8421
DW-2350,DeAndrew,White,911,Alabama,32,4,91,1229,12,50,1010,13364,111,0.0919634839868303,0.10810810810810811,18,71,191,1991-10-16,101.91841404275661,1991,9
DW-3100,Damian,Williams,905,USC,25,2,128,1879,15,24,483,6272,52,0.29958545918367346,0.28846153846153844,-1,73,199,1988-05-26,95.3518959439031,1988,28.5435
DW-3100,Damian,Williams,911,Arkansas,9,1,19,235,2,13,154,2093,23,0.11227902532250358,0.08695652173913043,4,73,199,1988-05-26,95.3518959439031,1988,28.5435
DW-3700,Demetrius,Williams,905,Oregon,33,3,157,2587,20,34,780,9574,74,0.2702109880927512,0.2702702702702703,1,NA,NA,NA,NA,NA,24.2857
DW-3900,Derrick,Williams,827,Penn State,45,4,161,1743,9,47,866,10958,73,0.15906187260448987,0.1232876712328767,2,71,197,1986-07-06,84.27221524342937,1986,6.8333
DW-5050,Devon,Wylie,5486,Fresno State,30,4,97,1287,8,49,922,11707,89,0.10993422738532502,0.0898876404494382,19,69,186,1988-09-02,102.94303848291135,1988,7.5714
DZ-0200,Dominique,Zeigler,25354,Baylor,32,3,157,1840,12,34,766,7938,53,0.23179642227261274,0.22641509433962265,2,NA,NA,NA,NA,NA,15
EA-0600,Emmanuel,Arceneaux,916,Alcorn State,20,2,62,994,6,24,402,4486,20,0.22157824342398574,0.3,4,NA,NA,NA,NA,NA,10
EB-0600,Earl,Bennett,911,Vanderbilt,35,3,236,2852,20,35,660,7688,54,0.3709677419354839,0.37037037037037035,0,71,204,1987-03-23,101.28569374576995,1987,32.8873
ED-0200,Eric,Decker,827,Minnesota,43,4,227,3119,24,48,939,11377,77,0.2741496000703173,0.3116883116883117,5,75,215,1987-03-15,101.21503838570821,1987,57.9574
ED-0700,Early,Doucet,911,LSU,41,4,160,1943,20,48,896,11759,100,0.16523513904243559,0.2,7,NA,NA,NA,NA,NA,29.6727
EP-0050,Eric,Page,875,Toledo,38,3,306,3446,25,36,790,9413,78,0.3660894507595878,0.32051282051282054,-2,69,180,1991-09-23,87.79149519890261,1991,4.25
ER-0462,Eli,Rogers,823,Louisville,46,4,171,1939,12,48,1135,14425,103,0.13441941074523397,0.11650485436893204,2,70,181,1992-12-23,82.99344080179215,1992,44.125
ER-0500,Eddie,Royal,821,Virginia Tech,49,4,119,1778,12,49,760,10037,72,0.17714456510909635,0.16666666666666666,0,70,185,1986-05-21,99.6193360979622,1986,37.4
ES-0200,Emmanuel,Sanders,823,SMU,46,4,285,3791,34,48,1008,12297,106,0.30828657396112874,0.32075471698113206,2,71,180,1987-03-17,96.04876716071304,1987,54.9091
EW-0800,Ernest,Wilford,821,Virginia Tech,13,1,55,886,3,12,181,2502,17,0.35411670663469225,0.17647058823529413,-1,76,218,1979-01-14,82.82175626048398,1979,26.5647
FH-0100,Frankie,Hammond,911,Florida,32,4,63,812,6,49,845,10052,66,0.0807799442896936,0.09090909090909091,17,73,184,1990-02-17,93.00544687895821,1990,2.9412
GB-0100,Gary,Banks,818,Troy,25,2,129,1301,11,24,567,5735,45,0.22685265911072364,0.24444444444444444,-1,NA,NA,NA,NA,NA,1
GC-0200,Greg,Camarillo,905,Stanford,16,2,37,519,0,22,397,4785,25,0.10846394984326019,0,6,NA,NA,NA,NA,NA,29.322
GD-0050,Geremy,Davis,823,Connecticut,38,4,165,2292,7,48,828,9967,52,0.22995886425203171,0.1346153846153846,10,74,216,1992-01-10,106.29146252539253,1992,3.5
GF-0050,George,Farmer,905,USC,14,3,29,359,4,36,911,11072,117,0.03242413294797688,0.03418803418803419,22,73,210,1958-12-05,112.05689502083187,1958,2
GJ-0400,Greg,Jennings,875,Western Michigan,34,3,228,3401,39,34,773,9325,84,0.36471849865951744,0.4642857142857143,0,71,198,1983-09-21,103.75430091812777,1983,60.3624
GL-0400,Greg,Little,821,North Carolina,35,3,86,969,6,36,622,7575,50,0.12792079207920792,0.12,1,74,220,1989-05-30,106.352207550685,1989,35.5472
GR-0350,Gerell,Robinson,905,Arizona State,35,4,135,2071,12,48,1065,12795,84,0.16186010160218836,0.14285714285714285,13,75,222,1989-10-13,104.51041172849871,1989,0
GS-0100,Greg,Salas,5486,Hawaii,43,4,285,4345,26,51,1484,19154,142,0.22684556750548188,0.18309859154929578,8,73,210,1988-08-25,99.73704167246562,1988,32
GT-0100,Golden,Tate,99001,Notre Dame,33,3,157,2707,26,36,789,9077,67,0.2982262862179134,0.3880597014925373,3,70,202,1988-08-02,105.85034740132227,1988,50.2456
GW-0650,Griff,Whalen,905,Stanford,25,4,80,1058,5,48,901,11550,95,0.0916017316017316,0.05263157894736842,23,NA,NA,NA,NA,NA,17.7059
HB-0100,Hank,Baskett,5486,New Mexico,35,3,138,2267,15,34,464,6080,41,0.37286184210526313,0.36585365853658536,-1,74,220,1982-09-04,107.3007163542143,1982,22.5098
HD-0300,Harry,Douglas,823,Louisville,41,4,173,2924,15,46,1065,14887,103,0.19641297776583597,0.14563106796116504,5,71,182,1984-09-16,87.98228079193031,1984,33.5088
HN-0500,Hakeem,Nicks,821,North Carolina,35,3,181,2840,21,36,571,7457,47,0.3808502078583881,0.44680851063829785,1,73,208,1988-01-14,100.55117804792036,1988,57.9691
IB-0250,Isaiah,Burse,5486,Fresno State,48,4,210,2510,15,49,1352,16015,140,0.15672806743677803,0.10714285714285714,1,70,188,1991-12-08,85.45272823236371,1991,0
IF-0250,Isaac,Fruechte,827,Minnesota,27,3,47,688,3,36,452,6198,45,0.11100354953210713,0.06666666666666667,9,75,202,1991-03-07,98.52156683432403,1991,0
JA-0050,Jared,Abbrederis,827,Wisconsin,49,4,202,3140,23,50,839,10759,90,0.2918486848220095,0.25555555555555554,1,73,195,1990-12-17,95.10745313214449,1990,15.6667
JA-0260,Joe,Adams,911,Arkansas,46,4,164,2410,17,48,1100,15225,113,0.15829228243021345,0.1504424778761062,2,71,181,1989-11-22,87.49886166669992,1989,0.7778
JA-1810,Joe,Anderson,916,Texas Southern,11,1,47,638,4,11,179,2363,13,0.26999576809140924,0.3076923076923077,0,NA,NA,NA,NA,NA,0
JA-2900,Jason,Avant,827,Michigan,35,3,167,2226,13,34,770,8989,74,0.24763599955501167,0.17567567567567569,-1,NA,NA,NA,NA,NA,31.4397
JB-0900,Jon,Baldwin,821,Pittsburgh,35,3,128,2337,16,36,663,8012,49,0.2916874687968048,0.32653061224489793,1,76,230,1989-08-10,113.18072398537167,1989,20.931
JB-2950,Josh,Bellamy,823,Louisville,21,2,53,681,7,24,462,5295,41,0.12861189801699716,0.17073170731707318,3,NA,NA,NA,NA,NA,18.7407
JB-3650,Justin,Blackmon,25354,Oklahoma State,35,3,252,3564,40,36,982,11880,96,0.3,0.4166666666666667,1,73,207,1990-01-09,102.77518924203127,1990,64
JB-4750,Josh,Boyce,25354,Texas Christian,37,3,161,2535,22,36,686,9078,80,0.2792465300727032,0.275,-1,71,206,1991-05-06,116.12836137437374,1991,20.1667
JB-4950,Jarrett,Boykin,821,Virginia Tech,51,4,184,2884,18,51,747,10218,65,0.28224701507144256,0.27692307692307694,0,74,218,1989-11-04,95.70146522641377,1989,27.0741
JB-6200,Jamall,Broussard,5486,San Jose State,11,1,55,715,1,11,273,3106,18,0.23019961365099806,0.05555555555555555,0,NA,NA,NA,NA,NA,0
JB-6300,John,Broussard,5486,San Jose State,38,4,103,1566,13,45,766,9616,70,0.16285357737104825,0.18571428571428572,7,NA,NA,NA,NA,NA,31.5
JB-6750,Jaron,Brown,821,Clemson,38,4,86,1205,8,50,1080,13397,113,0.08994551018884825,0.07079646017699115,12,74,205,1990-01-08,107.42238226371815,1990,18.0244
JB-7150,Justin,Brown,25354,Oklahoma,13,1,73,879,5,12,376,4389,30,0.20027341079972658,0.16666666666666666,-1,75,207,1991-03-10,92.46322018574837,1991,15.6667
JB-7150,Justin,Brown,825,Southern Utah,2,1,3,24,0,11,269,3261,22,0.007359705611775529,0,9,75,207,1991-03-10,92.46322018574837,1991,15.6667
JB-7150,Justin,Brown,827,Penn State,28,3,73,1047,3,36,660,8396,54,0.12470223916150548,0.05555555555555555,8,75,207,1991-03-10,92.46322018574837,1991,15.6667
JB-8550,Jeremy,Butler,902,Tennessee-Martin,8,1,51,750,10,11,265,3301,31,0.22720387761284458,0.3225806451612903,3,74,208,1991-04-22,90.52517364568132,1991,37.4
JC-4650,Josh,Cooper,25354,Oklahoma State,34,4,161,1695,9,48,1192,15029,121,0.11278195488721804,0.0743801652892562,14,71,190,1989-01-08,81.27777104696234,1989,20.25
JC-5400,Jerricho,Cotchery,821,North Carolina State,13,1,86,1369,10,12,357,4585,35,0.2985823336968375,0.2857142857142857,-1,72,203,1982-06-16,95.5658269409245,1982,40.5932
JC-5660,Juron,Criner,905,Arizona,39,4,209,2858,32,48,1323,14582,98,0.19599506240570566,0.32653061224489793,9,74,220,1989-12-12,93.30587925119029,1989,18.3
JC-5680,Jamison,Crowder,821,Duke,49,4,276,3541,23,49,1262,13724,94,0.2580151559312154,0.24468085106382978,0,68,185,1993-06-17,101.45558892533737,1993,44.4242
JD-2100,Jarett,Dillard,24312,Rice,49,4,292,4138,60,47,987,11690,115,0.35397775876817794,0.5217391304347826,-2,70,185,1985-12-21,88.64372235990992,1985,22.1111
JE-0050,Jeremy,Ebert,827,Northwestern,43,4,173,2400,21,48,1173,12918,83,0.18578727357176034,0.25301204819277107,5,72,195,1989-04-06,103.1122465590578,1989,4.5
JF-2600,Jacoby,Ford,821,Clemson,46,4,143,1986,16,49,961,11178,86,0.17767042404723565,0.18604651162790697,3,69,185,1987-07-27,116.66804493039632,1987,23.5556
JG-2450,Josh,Gordon,25354,Baylor,15,2,43,721,7,24,581,6581,36,0.10955781796079624,0.19444444444444445,9,NA,NA,NA,NA,NA,78.4571
JH-0775,Je'Ron,Hamm,818,Louisiana-Monroe,35,4,111,1587,10,48,1126,12225,89,0.1298159509202454,0.11235955056179775,13,75,233,1992-06-15,99.67221396811696,1992,13
JH-1200,James,Hardy,827,Indiana,33,3,191,2740,36,35,722,8154,68,0.33603139563404466,0.5294117647058824,2,78,220,1985-12-24,112.20510915445304,1985,8.7273
JH-1350,Justin,Hardy,24312,East Carolina,48,4,376,4381,34,48,1503,16391,118,0.2672808248429016,0.288135593220339,0,70,192,1991-12-18,91.18815238625429,1991,17.2917
JH-1500,Justin,Harper,821,Virginia Tech,32,3,78,1254,7,37,581,7593,48,0.1651521137890162,0.14583333333333334,5,75,205,1985-02-24,94.82535692256947,1985,0
JH-1500,Justin,Harper,875,Central Michigan,10,1,63,603,4,11,258,2821,16,0.21375398794753633,0.25,1,75,205,1985-02-24,94.82535692256947,1985,0
JH-3260,Junior,Hemingway,827,Michigan,32,4,84,1601,11,48,752,9729,71,0.16455956418953643,0.15492957746478872,16,73,222,1988-12-27,110.2226667233379,1988,13.15
JH-3450,Javontee,Herndon,911,Arkansas,27,4,62,910,7,48,1022,13670,100,0.06656912948061448,0.07,21,72,195,1991-06-29,97.6864921074022,1991,24.375
JH-3700,Johnnie Lee,Higgins,24312,Texas-El Paso,48,4,190,3218,32,47,995,12960,100,0.24830246913580248,0.32,-1,72,185,1983-09-08,91.85222226944825,1983,14.1636
JH-4000,Jason,Hill,905,Washington State,32,4,148,2704,32,46,927,12371,90,0.2185757012367634,0.35555555555555557,14,73,204,1985-02-20,117.14538278943473,1985,26.075
JH-4700,Johnathan,Holland,24312,Louisiana Tech,37,4,85,1426,6,48,827,10874,66,0.13113849549383852,0.09090909090909091,11,72,191,1985-02-18,97.41443567500241,1985,0
JH-4800,Jesse,Holley,821,North Carolina,12,1,37,466,2,12,169,2156,11,0.21614100185528756,0.18181818181818182,0,NA,NA,NA,NA,NA,21.125
JH-5300,Jeremy,Horne,821,Syracuse,1,1,0,0,0,12,161,1893,13,0,0,11,NA,NA,NA,NA,NA,0
JH-5300,Jeremy,Horne,875,Massachusetts,31,3,84,1338,11,36,661,8675,65,0.1542363112391931,0.16923076923076924,5,NA,NA,NA,NA,NA,0
JH-5750,Josh,Huff,905,Oregon,43,4,144,2366,24,49,1014,13305,138,0.17782788425403984,0.17391304347826086,6,71,206,1991-10-14,104.12566335361626,1991,14.1351
JH-6400,Justin,Hunter,911,Tennessee,24,3,106,1814,18,36,746,10051,79,0.18047955427320664,0.22784810126582278,12,76,196,1991-05-20,108.47761044435819,1991,30.3488
JJ-1800,Justin,Jenkins,911,Mississippi State,12,1,62,880,9,12,207,2424,15,0.36303630363036304,0.6,0,NA,NA,NA,NA,NA,0
JJ-2000,Jerrel,Jernigan,818,Troy,50,4,262,3128,18,48,1306,14692,106,0.2129049823032943,0.16981132075471697,-2,69,189,1989-06-14,95.53276880501686,1989,13.4828
JJ-2800,Jaymar,Johnson,916,Jackson State,30,3,88,1425,10,34,483,6426,40,0.22175536881419233,0.25,4,71,177,1984-07-10,86.32830361225423,1984,1.8
JJ-4200,James,Jones,5486,San Jose State,34,4,126,1496,12,45,766,9616,70,0.15557404326123128,0.17142857142857143,11,73,208,1984-03-31,97.91966504291771,1984,43.2877
JJ-4700,Julio,Jones,911,Alabama,39,3,179,2653,15,38,660,8423,52,0.3149709129763742,0.28846153846153844,-1,75,220,1989-02-03,124.02058010855447,1989,97.0471
JK-0250,Jermaine,Kearse,905,Washington,48,4,180,2871,29,48,876,10609,82,0.27061928551230086,0.35365853658536583,0,73,209,1990-02-06,101.93568053650358,1990,34.25
JK-0900,Jordan,Kent,905,Oregon,15,2,47,605,5,23,591,6787,46,0.08914100486223663,0.10869565217391304,8,NA,NA,NA,NA,NA,1.6667
JK-1000,Jeremy,Kerley,25354,Texas Christian,45,4,120,1299,12,48,897,11319,80,0.11476278823217599,0.15,3,69,188,1988-11-08,86.96179073874664,1988,32.1333
JK-2125,Jonathan,Krause,911,Vanderbilt,42,4,98,1200,3,48,816,10298,62,0.11652748106428433,0.04838709677419355,6,71,190,1992-01-18,103.24930918897756,1992,5.5
JL-0215,Jarvis,Landry,911,LSU,28,3,137,1812,15,37,593,8105,56,0.22356570018507094,0.26785714285714285,9,72,205,1992-11-28,79.1972935656366,1992,64.4286
JM-0200,Jeremy,Maclin,911,Missouri,28,2,182,2315,22,26,798,9025,75,0.2565096952908587,0.29333333333333333,-2,72,198,1988-05-11,100.98459823900774,1988,63.7238
JM-0300,John,Madsen,905,Utah,20,3,85,1146,12,33,693,9268,76,0.12365127319810099,0.15789473684210525,13,NA,NA,NA,NA,NA,13.7778
JM-0400,Jeff,Maehl,905,Oregon,42,4,178,2311,24,48,899,11061,93,0.20893228460356206,0.25806451612903225,6,73,190,1989-03-16,87.88691617213756,1989,11.3
JM-1550,Jordan,Matthews,911,Vanderbilt,42,4,262,3760,24,48,816,10298,62,0.3651194406680909,0.3870967741935484,6,75,212,1992-07-16,109.10231759276564,1992,58.1087
JM-6000,Johnnie,Morant,821,Syracuse,12,1,46,799,5,12,186,2164,10,0.3692236598890943,0.5,0,76,229,1981-12-07,110.70297967775846,1981,15
JM-6200,Joe,Morgan,827,Illinois,2,1,3,32,0,12,182,2192,15,0.014598540145985401,0,10,72,184,1988-03-23,98.18318420872889,1988,31.4
JM-6300,Josh,Morgan,821,Virginia Tech,45,4,122,1817,16,49,760,10037,72,0.18103018830327788,0.2222222222222222,4,NA,NA,NA,NA,NA,29.4023
JN-0900,Jordy,Nelson,25354,Kansas State,32,3,206,2822,20,35,700,8285,46,0.34061557030778516,0.43478260869565216,3,75,217,1985-05-31,104.90195017499383,1985,59.9552
JN-1300,Jamar,Newsome,823,Central Florida,26,3,65,986,7,37,547,6745,49,0.14618235730170498,0.14285714285714285,11,NA,NA,NA,NA,NA,10.4286
JN-1900,Jordan,Norwood,827,Penn State,43,4,158,2015,13,47,866,10958,73,0.18388392042343493,0.1780821917808219,4,NA,NA,NA,NA,NA,21.75
JR-3270,Jeremy,Ross,905,California,33,3,57,764,3,36,611,7493,60,0.10196183104230615,0.05,3,NA,NA,NA,NA,NA,10.3265
JS-0650,Jalen,Saunders,25354,Oklahoma,22,2,123,1558,11,24,632,7323,58,0.2127543356547863,0.1896551724137931,2,69,165,1992-09-30,90.48741714962522,1992,0.875
JS-0650,Jalen,Saunders,5486,Fresno State,26,2,80,1527,15,25,507,6422,50,0.237776393646839,0.3,-1,69,165,1992-09-30,90.48741714962522,1992,0.875
JS-2300,Jordan,Shipley,25354,Texas,48,4,248,3191,33,49,1226,14134,118,0.22576765246922315,0.2796610169491525,1,71,190,1985-12-23,84.8696223927159,1985,35.75
JS-3300,Jerome,Simpson,826,Coastal Carolina,41,4,161,2720,44,45,625,8245,68,0.32989690721649484,0.6470588235294118,4,74,189,1986-02-04,99.03819633094014,1986,35.7966
JS-4500,Jonathan,Smith,821,Georgia Tech,13,1,78,1138,5,12,199,2214,13,0.5140018066847335,0.38461538461538464,-1,NA,NA,NA,NA,NA,5.9231
JS-7075,Jaelen,Strong,905,Arizona State,25,2,150,2184,17,25,606,7417,62,0.29445867601456116,0.27419354838709675,0,74,217,1994-01-25,114.74542309392585,1994,18.1765
JT-0250,Julian,Talley,875,Massachusetts,42,4,162,2090,11,45,855,10695,68,0.1954184198223469,0.16176470588235295,3,73,192,1989-06-09,86.51282270243719,1989,0
JT-0800,Jamaar,Taylor,911,Texas A&M,5,1,25,456,4,12,178,2551,12,0.1787534300274402,0.3333333333333333,7,NA,NA,NA,NA,NA,20.8571
JT-1050,Jordan,Taylor,24312,Rice,40,4,171,2527,19,49,848,10900,79,0.2318348623853211,0.24050632911392406,9,76,204,1992-02-18,97.74767222390066,1992,19
JV-0375,Justin,Veltung,99001,Idaho,36,4,62,901,8,49,1040,12615,81,0.07142290923503765,0.09876543209876543,13,70,184,1991-03-30,88.94911904239109,1991,0
JW-1300,Jeff,Webb,5486,San Diego State,33,3,218,2678,20,35,727,8079,46,0.33147666790444363,0.43478260869565216,2,74,200,1982-01-31,106.72085240079227,1982,14.1481
JW-2650,Jordan,White,875,Western Michigan,34,3,287,3970,31,36,985,11144,94,0.35624551328068915,0.32978723404255317,2,72,210,1988-06-04,91.39560800765902,1988,13
JW-6545,James,Wright,911,LSU,13,3,25,304,0,37,554,6789,43,0.04477831786713802,0,24,73,201,1991-12-31,101.59834142755761,1991,9.85
JW-6560,Jarius,Wright,911,Arkansas,45,4,168,2934,24,48,1100,15225,113,0.19270935960591132,0.21238938053097345,3,70,180,1989-11-25,96.92692160882808,1989,32.1207
KA-0250,Kris,Adams,24312,Texas-El Paso,37,3,139,2608,30,36,717,9669,74,0.26972799669045405,0.40540540540540543,-1,NA,NA,NA,NA,NA,8.6667
KA-0400,Kamar,Aiken,823,Central Florida,45,4,121,1924,17,50,745,9227,64,0.2085184783786713,0.265625,5,NA,NA,NA,NA,NA,33.234
KA-0650,Keenan,Allen,905,California,33,3,205,2570,17,36,644,7826,46,0.32839253769486326,0.3695652173913043,3,74,206,1992-04-27,93.63437242482406,1992,69.675
KB-0950,Kelvin,Benjamin,821,Florida State,27,2,84,1506,19,26,597,8386,68,0.17958502265680898,0.27941176470588236,-1,77,240,1991-02-05,106.27657156497303,1991,60.5
KB-1900,Kenny,Britt,823,Rutgers,31,3,178,3043,17,36,627,8926,59,0.340914183284786,0.288135593220339,5,75,215,1988-09-19,105.7993724211083,1988,48.81
KB-2700,Keenan,Burton,911,Kentucky,33,4,169,2155,23,46,976,11042,86,0.19516391957978627,0.26744186046511625,13,72,202,1984-10-29,103.95598185725783,1984,19.3182
KC-1250,Kaelin,Clay,905,Utah,13,1,39,462,4,12,230,2585,20,0.17872340425531916,0.2,-1,70,195,1992-01-02,99.45452856871974,1992,0
KC-1500,Keary,Colbert,905,USC,13,1,69,1013,9,12,274,3791,39,0.26721181746241096,0.23076923076923078,-1,NA,NA,NA,NA,NA,23.8429
KC-2100,Kevin,Cone,821,Georgia Tech,5,1,6,98,1,12,64,1091,9,0.08982584784601283,0.1111111111111111,7,NA,NA,NA,NA,NA,4
KD-1450,Kevin,Dorsey,821,Maryland,32,4,81,1092,9,48,843,10044,70,0.1087216248506571,0.12857142857142856,16,73,207,1990-02-23,103.69796854478079,1990,4
KD-1700,Kris,Durham,911,Georgia,26,3,56,1027,4,36,663,9351,72,0.10982782590097316,0.05555555555555555,10,NA,NA,NA,NA,NA,26.8846
KE-0250,Kevin,Elliott,876,Florida A&M,43,4,159,2209,20,44,644,8260,49,0.26743341404358356,0.40816326530612246,1,NA,NA,NA,NA,NA,13.5
KK-0500,Kelvin,Kight,911,Florida,13,1,39,591,3,12,244,3190,20,0.1852664576802508,0.15,-1,NA,NA,NA,NA,NA,3
KM-0450,Keshawn,Martin,827,Michigan State,45,4,127,1714,10,49,997,12886,88,0.13301257178333076,0.11363636363636363,4,71,189,1990-03-15,99.03819633094014,1990,12.3667
KM-1400,Kenny,McKinley,911,South Carolina,46,4,207,2781,19,47,965,11917,85,0.23336410170344885,0.2235294117647059,1,71,182,1987-01-31,99.81036315898054,1987,0
KM-1700,Kerry,Meier,25354,Kansas,38,3,225,2304,18,36,956,11485,91,0.20060949063996517,0.1978021978021978,-2,74,224,1986-11-12,98.3354505078747,1986,0
KM-3250,Keith,Mumphery,827,Michigan State,38,4,84,1261,6,50,1039,13034,91,0.09674696946447751,0.06593406593406594,12,72,215,1992-06-05,104.86206370980034,1992,8.913
KN-0450,Kevin,Norwood,911,Alabama,30,4,81,1275,12,49,973,12869,103,0.09907529722589167,0.11650485436893204,19,74,198,1989-09-23,101.89744756305471,1989,12.75
KO-0300,Kevin,Ogletree,821,Virginia,27,3,117,1332,9,35,696,7009,32,0.19004137537451848,0.28125,8,73,198,1987-08-05,109.58452483664756,1987,18.8214
KP-0700,Kealoha,Pilares,5486,Hawaii,46,4,209,2491,22,51,1484,19154,142,0.13005116424767674,0.15492957746478872,5,70,201,1988-02-20,92.97510605578763,1988,2.4706
KR-1000,Kevin,Robinson,5486,Utah State,44,4,178,2485,21,46,727,8067,45,0.3080451221023925,0.4666666666666667,2,72,190,1984-12-19,78.54024031124037,1984,0
KS-1750,Kevin,Smith,905,Washington,36,4,72,1059,4,48,1026,12087,100,0.08761479275254405,0.04,12,71,214,1991-12-21,100.74427076530958,1991,10.6667
KS-2100,Kendrick,Starling,5486,San Jose State,10,1,28,296,0,11,273,3106,18,0.0952994204764971,0,1,72,193,1979-12-27,94.97339012685536,1979,0
KS-2350,Kenny,Stills,25354,Oklahoma,38,3,204,2594,24,37,1155,13744,97,0.18873690337601862,0.24742268041237114,-1,72,194,1992-04-22,105.42297885611393,1992,44.6094
KT-0175,Kerry,Taylor,905,Arizona State,35,4,112,1433,7,48,997,12100,84,0.11842975206611571,0.08333333333333333,13,72,200,1989-02-20,95.83105119990262,1989,38.1667
KT-0450,Kenbrell,Thompkins,823,Cincinnati,24,2,78,1077,4,24,433,5814,45,0.18524251805985553,0.08888888888888889,0,73,190,1988-07-29,96.0382331902286,1988,28.8065
KW-0887,Kevin,White,25354,West Virginia,22,2,137,1825,14,24,592,7280,42,0.2506868131868132,0.3333333333333333,2,75,215,1992-06-25,120.09126726850899,1992,46.75
KW-1175,Kasen,Williams,905,Washington,40,4,157,1842,15,49,1076,12430,100,0.148189863234111,0.15,9,73,210,1992-12-05,91.39560800765902,1992,4
KW-1800,Kyle,Williams,905,Arizona State,40,4,109,1626,18,48,908,11229,84,0.144803633449105,0.21428571428571427,8,70,186,1988-07-19,99.25039273273681,1988,16.7429
KW-2550,Kendall,Wright,25354,Baylor,50,4,302,4005,30,48,1058,13324,92,0.3005854097868508,0.32608695652173914,-2,70,196,1989-11-12,96.44966043970804,1989,48.9394
LB-0850,LaVon,Brazill,875,Ohio,42,4,173,2310,18,50,892,11190,94,0.2064343163538874,0.19148936170212766,8,71,192,1989-03-15,99.70485803872485,1989,21.3478
LB-1900,LaRon,Byrd,821,Miami (FL),41,4,106,1254,7,48,946,11874,89,0.1056088933804952,0.07865168539325842,7,NA,NA,NA,NA,NA,4
LE-0300,Lee,Evans,827,Wisconsin,13,1,64,1213,13,12,184,2833,18,0.4281680197670314,0.7222222222222222,-1,70,202,1981-03-11,108.7735453610182,1981,51.0672
LF-0200,Larry,Fitzgerald,821,Pittsburgh,13,1,92,1672,22,12,251,3746,38,0.44634276561665776,0.5789473684210527,-1,NA,NA,NA,NA,NA,72.6825
LH-0600,Leonard,Hankerson,821,Miami (FL),36,4,134,2160,22,48,884,11110,84,0.19441944194419442,0.2619047619047619,12,73,209,1989-01-30,111.52329075882791,1989,37.7632
LH-1100,Lavelle,Hawkins,905,California,34,3,136,1748,12,35,678,8747,68,0.19983994512404252,0.17647058823529413,1,71,194,1986-07-12,88.95429566600927,1986,19.275
LL-1100,Lance,Long,911,Mississippi State,24,3,46,321,1,35,506,5925,32,0.054177215189873416,0.03125,11,NA,NA,NA,NA,NA,22.25
LM-1500,Lance,Moore,875,Toledo,25,2,193,2383,23,24,608,7220,57,0.3300554016620499,0.40350877192982454,-1,NA,NA,NA,NA,NA,38.3721
LM-1800,Louis,Murphy,911,Florida,28,3,77,1245,13,38,707,9647,94,0.1290556649735669,0.13829787234042554,10,74,200,1987-05-11,114.84841449944582,1987,30.1558
LN-0100,Legedu,Naanee,5486,Boise State,38,4,74,1073,12,48,946,13444,96,0.07981255578696816,0.125,10,74,215,1983-09-16,113.68786159075603,1983,20.9508
LP-0400,Logan,Payne,827,Minnesota,25,3,96,1333,11,34,531,7712,59,0.17284751037344398,0.1864406779661017,9,NA,NA,NA,NA,NA,19.5
LS-2200,Limas,Sweed,25354,Texas,40,4,124,1915,20,47,898,11361,91,0.1685591057125253,0.21978021978021978,7,77,220,1984-12-25,109.22966972583035,1984,6.8462
LT-0250,Lamaar,Thomas,5486,New Mexico,15,2,24,321,3,25,281,3111,12,0.10318225650916105,0.25,10,72,185,1990-04-23,96.06978508939633,1990,15.5
LT-0250,Lamaar,Thomas,827,Ohio State,9,1,1,10,0,12,174,2257,19,0.004430660168365086,0,3,72,185,1990-04-23,96.06978508939633,1990,15.5
LW-1150,Lucky,Whitehead,24312,Florida Atlantic,19,2,85,898,8,24,409,4898,34,0.1833401388321764,0.23529411764705882,5,70,163,1992-06-02,87.7727123457721,1992,2.3704
LW-1200,LaQuan,Williams,821,Maryland,23,4,33,436,3,48,895,10650,63,0.04093896713615024,0.047619047619047616,25,NA,NA,NA,NA,NA,4.1818
MA-0475,Mario,Alford,25354,West Virginia,21,2,89,1440,12,24,592,7280,42,0.1978021978021978,0.2857142857142857,3,68,180,1992-02-25,108.29066001178299,1992,3.75
MB-3400,Mark,Bradley,25354,Oklahoma,17,2,34,685,9,25,567,7410,79,0.09244264507422402,0.11392405063291139,8,73,201,1982-01-29,110.23012634590708,1982,26.2857
MB-4050,Marlon,Brown,911,Georgia,24,4,55,851,8,50,921,13240,123,0.0642749244712991,0.06504065040650407,26,76,213,1991-04-22,92.70125955062558,1991,24.7105
MB-4550,Martavis,Bryant,821,Clemson,25,3,61,1354,13,37,1002,12877,117,0.1051487147627553,0.1111111111111111,12,76,211,1991-12-20,111.57273858441638,1991,64.9167
MB-5000,Michael,Bumpus,905,Washington State,40,4,195,2022,8,46,975,12675,94,0.1595266272189349,0.0851063829787234,6,NA,NA,NA,NA,NA,12
